x,y,z,T,tt
3820,7470,2907.5,0.46064583,-0.001674516
3840,7470,2907.5,0.43,-0.032320346
3820,7450,2922.5,0.001,-0.461320346
3840,7450,2922.5,0.001,-0.461320346
3820,7470,2922.5,0.0284375,-0.433882846
3840,7470,2922.5,0.06583333,-0.396487016
3860,7450,2907.5,0.285,-0.177320346
3880,7450,2907.5,0.29666667,-0.165653676
3860,7470,2907.5,0.28875,-0.173570346
3880,7470,2907.5,0.230625,-0.231695346
3860,7450,2922.5,0.001,-0.461320346
3880,7450,2922.5,0.001,-0.461320346
3860,7470,2922.5,0.09554167,-0.366778676
3880,7470,2922.5,0.001,-0.461320346
3900,7450,2907.5,0.30666667,-0.155653676
3900,7470,2907.5,0.36625,-0.096070346
3920,7470,2907.5,0.2,-0.262320346
3900,7470,2922.5,0.1695,-0.292820346
3940,7470,2907.5,0.238125,-0.224195346
3980,7470,2907.5,0.38354167,-0.078778676
4000,7470,2907.5,0.39,-0.072320346
4020,7470,2907.5,0.55,0.087679654
4040,7470,2907.5,0.68,0.217679654
4060,7450,2907.5,0.64916667,0.186846324
4080,7450,2907.5,0.38895833,-0.073362016
4060,7470,2907.5,0.77,0.307679654
4080,7470,2907.5,0.42458333,-0.037737016
4060,7470,2922.5,0.4875,0.025179654
4080,7470,2922.5,0.22333333,-0.238987016
4100,7450,2907.5,0.37,-0.092320346
4120,7450,2907.5,0.14,-0.322320346
4100,7470,2907.5,0.411875,-0.050445346
4120,7470,2907.5,0.12,-0.342320346
4100,7450,2922.5,0.34,-0.122320346
4120,7450,2922.5,0.18375,-0.278570346
4100,7470,2922.5,0.29041667,-0.171903676
4120,7470,2922.5,0.14,-0.322320346
4140,7450,2907.5,0.12,-0.342320346
4160,7450,2907.5,0.17041667,-0.291903676
4140,7470,2907.5,0.12,-0.342320346
4160,7470,2907.5,0.13,-0.332320346
4140,7450,2922.5,0.15,-0.312320346
4160,7450,2922.5,0.15,-0.312320346
4140,7470,2922.5,0.14,-0.322320346
4160,7470,2922.5,0.15,-0.312320346
4180,7450,2907.5,0.298125,-0.164195346
4200,7450,2907.5,0.38,-0.082320346
4180,7470,2907.5,0.19,-0.272320346
4200,7470,2907.5,0.39916667,-0.063153676
4180,7450,2922.5,0.22,-0.242320346
4200,7450,2922.5,0.485625,0.023304654
4180,7470,2922.5,0.13,-0.332320346
4200,7470,2922.5,0.33125,-0.131070346
4220,7450,2922.5,0.359375,-0.102945346
3760,7510,2922.5,0.0175,-0.444820346
3780,7490,2907.5,0.2141875,-0.248132846
3800,7490,2907.5,0.22,-0.242320346
3780,7510,2907.5,0.22083333,-0.241487016
3800,7510,2907.5,0.22,-0.242320346
3780,7490,2922.5,0.01425,-0.448070346
3800,7490,2922.5,0.05195833,-0.410362016
3780,7510,2922.5,0.06470833,-0.397612016
3800,7510,2922.5,0.12689583,-0.335424516
3820,7490,2907.5,0.29375,-0.168570346
3840,7490,2907.5,0.405625,-0.056695346
3820,7510,2907.5,0.22166667,-0.240653676
3840,7510,2907.5,0.26020833,-0.202112016
3820,7490,2922.5,0.1188125,-0.343507846
3840,7490,2922.5,0.2325625,-0.229757846
3820,7510,2922.5,0.14689583,-0.315424516
3840,7510,2922.5,0.18666667,-0.275653676
3860,7490,2907.5,0.27625,-0.186070346
3880,7490,2907.5,0.235,-0.227320346
3860,7510,2907.5,0.19145833,-0.270862016
3880,7510,2907.5,0.174375,-0.287945346
3860,7490,2922.5,0.20575,-0.256570346
3880,7490,2922.5,0.20129167,-0.261028676
3860,7510,2922.5,0.16,-0.302320346
3880,7510,2922.5,0.17,-0.292320346
3900,7490,2907.5,0.365,-0.097320346
3920,7490,2907.5,0.18125,-0.281070346
3900,7510,2907.5,0.33416667,-0.128153676
3920,7510,2907.5,0.29083333,-0.171487016
3900,7490,2922.5,0.268125,-0.194195346
3920,7490,2922.5,0.18,-0.282320346
3900,7510,2922.5,0.26125,-0.201070346
3920,7510,2922.5,0.16,-0.302320346
3940,7490,2907.5,0.2,-0.262320346
3960,7490,2907.5,0.595,0.132679654
3940,7510,2907.5,0.29541667,-0.166903676
3960,7510,2907.5,0.42875,-0.033570346
3940,7490,2922.5,0.42,-0.042320346
3940,7510,2922.5,0.16,-0.302320346
3960,7510,2922.5,0.31291667,-0.149403676
3980,7490,2907.5,0.52625,0.063929654
4000,7490,2907.5,0.41,-0.052320346
3980,7510,2907.5,0.458125,-0.004195346
4000,7510,2907.5,0.46,-0.002320346
4000,7490,2922.5,0.47,0.007679654
3980,7510,2922.5,0.504375,0.042054654
4000,7510,2922.5,0.53,0.067679654
4020,7490,2907.5,0.46,-0.002320346
4040,7490,2907.5,0.71,0.247679654
4020,7510,2907.5,0.52,0.057679654
4040,7510,2907.5,0.67,0.207679654
4020,7490,2922.5,0.59,0.127679654
4040,7490,2922.5,0.5,0.037679654
4020,7510,2922.5,0.44,-0.022320346
4040,7510,2922.5,0.74,0.277679654
4060,7490,2907.5,0.78,0.317679654
4080,7490,2907.5,0.77166667,0.309346324
4060,7510,2907.5,0.95,0.487679654
4080,7510,2907.5,1.18416667,0.721846324
4060,7490,2922.5,0.52,0.057679654
4080,7490,2922.5,0.21,-0.252320346
4060,7510,2922.5,0.68,0.217679654
4080,7510,2922.5,0.525,0.062679654
4100,7490,2907.5,0.44,-0.022320346
4120,7490,2907.5,0.1,-0.362320346
4100,7510,2907.5,0.343125,-0.119195346
4120,7510,2907.5,0.1,-0.362320346
4100,7490,2922.5,0.12875,-0.333570346
4120,7490,2922.5,0.1,-0.362320346
4100,7510,2922.5,0.10020833,-0.362112016
4120,7510,2922.5,0.1,-0.362320346
4140,7490,2907.5,0.14,-0.322320346
4160,7490,2907.5,0.13,-0.332320346
4140,7510,2907.5,0.12,-0.342320346
4160,7510,2907.5,0.14,-0.322320346
4140,7490,2922.5,0.12,-0.342320346
4160,7490,2922.5,0.14,-0.322320346
4140,7510,2922.5,0.14,-0.322320346
4160,7510,2922.5,0.13,-0.332320346
4180,7490,2907.5,0.19,-0.272320346
4180,7510,2907.5,0.16,-0.302320346
4180,7490,2922.5,0.14,-0.322320346
4200,7490,2922.5,0.1775,-0.284820346
4180,7510,2922.5,0.12,-0.342320346
3760,7530,2922.5,0.02733333,-0.434987016
3760,7550,2922.5,0.0196875,-0.442632846
3800,7530,2907.5,0.17,-0.292320346
3800,7550,2907.5,0.14,-0.322320346
3780,7530,2922.5,0.0731875,-0.389132846
3800,7530,2922.5,0.16,-0.302320346
3780,7550,2922.5,0.0628125,-0.399507846
3800,7550,2922.5,0.13,-0.332320346
3820,7530,2907.5,0.19,-0.272320346
3840,7530,2907.5,0.2525,-0.209820346
3820,7550,2907.5,0.14,-0.322320346
3840,7550,2907.5,0.27208333,-0.190237016
3820,7530,2922.5,0.15,-0.312320346
3840,7530,2922.5,0.14,-0.322320346
3820,7550,2922.5,0.12625,-0.336070346
3840,7550,2922.5,0.16125,-0.301070346
3860,7530,2907.5,0.2,-0.262320346
3880,7530,2907.5,0.19,-0.272320346
3860,7550,2907.5,0.230625,-0.231695346
3880,7550,2907.5,0.19,-0.272320346
3860,7530,2922.5,0.16,-0.302320346
3880,7530,2922.5,0.19,-0.272320346
3860,7550,2922.5,0.16,-0.302320346
3880,7550,2922.5,0.15,-0.312320346
3900,7530,2907.5,0.38375,-0.078570346
3920,7530,2907.5,0.555,0.092679654
3900,7550,2907.5,0.375625,-0.086695346
3920,7550,2907.5,0.65916667,0.196846324
3900,7530,2922.5,0.255,-0.207320346
3920,7530,2922.5,0.15458333,-0.307737016
3900,7550,2922.5,0.25666667,-0.205653676
3920,7550,2922.5,0.3325,-0.129820346
3940,7530,2907.5,1.04125,0.578929654
3960,7530,2907.5,0.46645833,0.004137984
3940,7550,2907.5,1.16,0.697679654
3960,7550,2907.5,0.83333333,0.371012984
3940,7530,2922.5,0.27,-0.192320346
3960,7530,2922.5,0.27666667,-0.185653676
3940,7550,2922.5,0.51666667,0.054346324
3960,7550,2922.5,0.49416667,0.031846324
3980,7530,2907.5,0.5425,0.080179654
4000,7530,2907.5,0.4125,-0.049820346
3980,7550,2907.5,0.540625,0.078304654
4000,7550,2907.5,0.24104167,-0.221278676
3980,7530,2922.5,0.5425,0.080179654
4000,7530,2922.5,0.468125,0.005804654
3980,7550,2922.5,0.464375,0.002054654
4000,7550,2922.5,0.32645833,-0.135862016
4020,7530,2907.5,0.31666667,-0.145653676
4040,7530,2907.5,0.51708333,0.054762984
4020,7550,2907.5,0.31416667,-0.148153676
4040,7550,2907.5,0.28333333,-0.178987016
4020,7530,2922.5,0.31229167,-0.150028676
4040,7530,2922.5,0.515,0.052679654
4020,7550,2922.5,0.43,-0.032320346
4040,7550,2922.5,0.345,-0.117320346
4060,7530,2907.5,1.14,0.677679654
4080,7530,2907.5,1.41,0.947679654
4060,7550,2907.5,0.55270833,0.090387984
4080,7550,2907.5,1.06,0.597679654
4060,7530,2922.5,0.71770833,0.255387984
4080,7530,2922.5,0.79479167,0.332471324
4060,7550,2922.5,0.4525,-0.009820346
4080,7550,2922.5,0.87833333,0.416012984
4100,7530,2907.5,0.09,-0.372320346
4120,7530,2907.5,0.53125,0.068929654
4100,7550,2907.5,0.25166667,-0.210653676
4120,7550,2907.5,0.656875,0.194554654
4100,7530,2922.5,0.09,-0.372320346
4120,7530,2922.5,0.27125,-0.191070346
4100,7550,2922.5,0.09,-0.372320346
4120,7550,2922.5,0.316875,-0.145445346
4140,7530,2907.5,0.24875,-0.213570346
4160,7530,2907.5,0.14166667,-0.320653676
4140,7550,2907.5,0.54,0.077679654
4140,7530,2922.5,0.14083333,-0.321487016
4160,7530,2922.5,0.16,-0.302320346
4140,7550,2922.5,0.385,-0.077320346
4160,7550,2922.5,0.24416667,-0.218153676
4180,7530,2922.5,0.1,-0.362320346
4180,7550,2922.5,0.1,-0.362320346
3760,7570,2922.5,0.02958333,-0.432737016
3780,7570,2907.5,0.14291667,-0.319403676
3800,7570,2907.5,0.18,-0.282320346
3780,7590,2907.5,0.22666667,-0.235653676
3800,7590,2907.5,0.2225,-0.239820346
3780,7570,2922.5,0.08,-0.382320346
3800,7570,2922.5,0.11,-0.352320346
3780,7590,2922.5,0.06,-0.402320346
3800,7590,2922.5,0.1,-0.362320346
3820,7570,2907.5,0.15,-0.312320346
3840,7570,2907.5,0.24916667,-0.213153676
3820,7590,2907.5,0.19,-0.272320346
3840,7590,2907.5,0.15666667,-0.305653676
3820,7570,2922.5,0.12,-0.342320346
3840,7570,2922.5,0.21541667,-0.246903676
3820,7590,2922.5,0.1,-0.362320346
3840,7590,2922.5,0.125,-0.337320346
3860,7570,2907.5,0.28666667,-0.175653676
3880,7570,2907.5,0.20375,-0.258570346
3860,7590,2907.5,0.37,-0.092320346
3880,7590,2907.5,0.273125,-0.189195346
3860,7570,2922.5,0.16666667,-0.295653676
3880,7570,2922.5,0.15,-0.312320346
3860,7590,2922.5,0.355,-0.107320346
3880,7590,2922.5,0.21041667,-0.251903676
3900,7570,2907.5,0.58083333,0.118512984
3920,7570,2907.5,0.79,0.327679654
3900,7590,2907.5,0.59,0.127679654
3920,7590,2907.5,0.66,0.197679654
3900,7570,2922.5,0.35666667,-0.105653676
3920,7570,2922.5,0.61,0.147679654
3900,7590,2922.5,0.41,-0.052320346
3920,7590,2922.5,0.6,0.137679654
3940,7570,2907.5,1.2,0.737679654
3960,7570,2907.5,1.12,0.657679654
3940,7590,2907.5,1.05,0.587679654
3960,7590,2907.5,1.22,0.757679654
3940,7570,2922.5,0.635625,0.173304654
3960,7570,2922.5,0.6675,0.205179654
3940,7590,2922.5,0.56,0.097679654
3960,7590,2922.5,0.65,0.187679654
3980,7570,2907.5,0.590625,0.128304654
4000,7570,2907.5,0.18166667,-0.280653676
3980,7590,2907.5,0.61,0.147679654
4000,7590,2907.5,0.21,-0.252320346
3980,7570,2922.5,0.46604167,0.003721324
4000,7570,2922.5,0.2325,-0.229820346
3980,7590,2922.5,0.54166667,0.079346324
4000,7590,2922.5,0.25916667,-0.203153676
4020,7570,2907.5,0.39,-0.072320346
4040,7570,2907.5,0.1875,-0.274820346
4020,7590,2907.5,0.39333333,-0.068987016
4040,7590,2907.5,0.11,-0.352320346
4020,7570,2922.5,0.39,-0.072320346
4040,7570,2922.5,0.28375,-0.178570346
4020,7590,2922.5,0.385,-0.077320346
4040,7590,2922.5,0.195625,-0.266695346
4060,7570,2907.5,0.2225,-0.239820346
4080,7570,2907.5,0.61375,0.151429654
4060,7590,2907.5,0.37791667,-0.084403676
4080,7590,2907.5,0.23125,-0.231070346
4060,7570,2922.5,0.37,-0.092320346
4080,7570,2922.5,0.450625,-0.011695346
4060,7590,2922.5,0.5075,0.045179654
4080,7590,2922.5,0.26125,-0.201070346
4100,7570,2907.5,0.1,-0.362320346
4120,7570,2907.5,0.49,0.027679654
4100,7590,2907.5,0.21,-0.252320346
4120,7590,2907.5,0.3825,-0.079820346
4100,7570,2922.5,0.12,-0.342320346
4120,7570,2922.5,0.32,-0.142320346
4100,7590,2922.5,0.24,-0.222320346
4120,7590,2922.5,0.36625,-0.096070346
4140,7570,2907.5,0.42916667,-0.033153676
4140,7590,2907.5,0.224375,-0.237945346
4140,7570,2922.5,0.30458333,-0.157737016
4160,7570,2922.5,0.17375,-0.288570346
4140,7590,2922.5,0.25375,-0.208570346
4160,7590,2922.5,0.15,-0.312320346
4180,7570,2922.5,0.23020833,-0.232112016
3800,7610,2907.5,0.24125,-0.221070346
3800,7630,2907.5,0.17,-0.292320346
3780,7610,2922.5,0.06189583,-0.400424516
3800,7610,2922.5,0.1624375,-0.299882846
3800,7630,2922.5,0.0655,-0.396820346
3820,7610,2907.5,0.17,-0.292320346
3840,7610,2907.5,0.11,-0.352320346
3820,7630,2907.5,0.274375,-0.187945346
3840,7630,2907.5,0.15,-0.312320346
3820,7610,2922.5,0.11752083,-0.344799516
3840,7610,2922.5,0.11,-0.352320346
3820,7630,2922.5,0.08033333,-0.381987016
3840,7630,2922.5,0.10264583,-0.359674516
3860,7610,2907.5,0.525,0.062679654
3880,7610,2907.5,0.45458333,-0.007737016
3860,7630,2907.5,0.34,-0.122320346
3880,7630,2907.5,0.48,0.017679654
3860,7610,2922.5,0.42833333,-0.033987016
3880,7610,2922.5,0.320625,-0.141695346
3860,7630,2922.5,0.319375,-0.142945346
3880,7630,2922.5,0.42,-0.042320346
3900,7610,2907.5,0.56,0.097679654
3920,7610,2907.5,0.7,0.237679654
3900,7630,2907.5,0.5,0.037679654
3920,7630,2907.5,0.7,0.237679654
3900,7610,2922.5,0.41,-0.052320346
3920,7610,2922.5,0.61,0.147679654
3900,7630,2922.5,0.52,0.057679654
3920,7630,2922.5,0.66,0.197679654
3940,7610,2907.5,0.88,0.417679654
3960,7610,2907.5,1.17,0.707679654
3940,7630,2907.5,0.7,0.237679654
3960,7630,2907.5,0.93,0.467679654
3940,7610,2922.5,0.63,0.167679654
3960,7610,2922.5,0.46,-0.002320346
3940,7630,2922.5,0.69,0.227679654
3960,7630,2922.5,0.605,0.142679654
3980,7610,2907.5,0.66,0.197679654
4000,7610,2907.5,0.473125,0.010804654
3980,7630,2907.5,0.68,0.217679654
4000,7630,2907.5,0.52,0.057679654
3980,7610,2922.5,0.45875,-0.003570346
4000,7610,2922.5,0.3375,-0.124820346
3980,7630,2922.5,0.38625,-0.076070346
4000,7630,2922.5,0.31916667,-0.143153676
4020,7610,2907.5,0.38916667,-0.073153676
4040,7610,2907.5,0.11,-0.352320346
4020,7630,2907.5,0.51729167,0.054971324
4040,7630,2907.5,0.11,-0.352320346
4020,7610,2922.5,0.4,-0.062320346
4040,7610,2922.5,0.11,-0.352320346
4020,7630,2922.5,0.39,-0.072320346
4040,7630,2922.5,0.09895833,-0.363362016
4060,7610,2907.5,0.31666667,-0.145653676
4080,7610,2907.5,0.445,-0.017320346
4060,7630,2907.5,0.15,-0.312320346
4080,7630,2907.5,0.2275,-0.234820346
4060,7610,2922.5,0.27291667,-0.189403676
4080,7610,2922.5,0.475625,0.013304654
4060,7630,2922.5,0.16,-0.302320346
4080,7630,2922.5,0.21,-0.252320346
4100,7610,2907.5,0.22,-0.242320346
4120,7610,2907.5,0.22583333,-0.236487016
4100,7630,2907.5,0.2,-0.262320346
4120,7630,2907.5,0.2,-0.262320346
4100,7610,2922.5,0.23,-0.232320346
4120,7610,2922.5,0.2825,-0.179820346
4100,7630,2922.5,0.21,-0.252320346
4120,7630,2922.5,0.27,-0.192320346
4140,7610,2907.5,0.19,-0.272320346
4140,7630,2907.5,0.25,-0.212320346
4140,7610,2922.5,0.23,-0.232320346
4160,7610,2922.5,0.17,-0.292320346
4140,7630,2922.5,0.331875,-0.130445346
4160,7630,2922.5,0.26,-0.202320346
4180,7630,2922.5,0.285,-0.177320346
3820,7650,2907.5,0.30229167,-0.160028676
3840,7650,2907.5,0.20833333,-0.253987016
3840,7670,2907.5,0.25708333,-0.205237016
3840,7650,2922.5,0.08033333,-0.381987016
3860,7650,2907.5,0.42333333,-0.038987016
3880,7650,2907.5,0.46,-0.002320346
3860,7670,2907.5,0.46333333,0.001012984
3880,7670,2907.5,0.55,0.087679654
3860,7650,2922.5,0.3333125,-0.129007846
3880,7650,2922.5,0.48,0.017679654
3860,7670,2922.5,0.23908333,-0.223237016
3880,7670,2922.5,0.37516667,-0.087153676
3900,7650,2907.5,0.55,0.087679654
3920,7650,2907.5,0.75,0.287679654
3900,7670,2907.5,0.56,0.097679654
3920,7670,2907.5,0.71,0.247679654
3900,7650,2922.5,0.59,0.127679654
3920,7650,2922.5,0.78,0.317679654
3900,7670,2922.5,0.57,0.107679654
3920,7670,2922.5,0.72,0.257679654
3940,7650,2907.5,0.69,0.227679654
3960,7650,2907.5,0.47,0.007679654
3940,7670,2907.5,0.63,0.167679654
3960,7670,2907.5,0.475625,0.013304654
3940,7650,2922.5,0.81,0.347679654
3960,7650,2922.5,0.5025,0.040179654
3940,7670,2922.5,0.83,0.367679654
3960,7670,2922.5,0.43270833,-0.029612016
3980,7650,2907.5,0.5,0.037679654
4000,7650,2907.5,0.54,0.077679654
3980,7670,2907.5,0.53,0.067679654
4000,7670,2907.5,0.56,0.097679654
3980,7650,2922.5,0.3325,-0.129820346
4000,7650,2922.5,0.29708333,-0.165237016
3980,7670,2922.5,0.309375,-0.152945346
4000,7670,2922.5,0.44145833,-0.020862016
4020,7650,2907.5,0.62,0.157679654
4040,7650,2907.5,0.243125,-0.219195346
4020,7670,2907.5,0.59,0.127679654
4040,7670,2907.5,0.57875,0.116429654
4020,7650,2922.5,0.55,0.087679654
4040,7650,2922.5,0.194375,-0.267945346
4020,7670,2922.5,0.52,0.057679654
4040,7670,2922.5,0.325625,-0.136695346
4060,7650,2907.5,0.29166667,-0.170653676
4080,7650,2907.5,0.1,-0.362320346
4060,7670,2907.5,0.89729167,0.434971324
4080,7670,2907.5,0.09625,-0.366070346
4060,7650,2922.5,0.09,-0.372320346
4080,7650,2922.5,0.1,-0.362320346
4060,7670,2922.5,0.29125,-0.171070346
4080,7670,2922.5,0.07,-0.392320346
4100,7650,2907.5,0.12,-0.342320346
4120,7650,2907.5,0.13,-0.332320346
4100,7670,2907.5,0.11,-0.352320346
4120,7670,2907.5,0.12,-0.342320346
4100,7650,2922.5,0.15,-0.312320346
4120,7650,2922.5,0.17,-0.292320346
4100,7670,2922.5,0.1,-0.362320346
4120,7670,2922.5,0.21,-0.252320346
4140,7650,2907.5,0.28958333,-0.172737016
4140,7670,2907.5,0.375,-0.087320346
4140,7650,2922.5,0.43791667,-0.024403676
4160,7650,2922.5,0.23208333,-0.230237016
4140,7670,2922.5,0.52875,0.066429654
4160,7670,2922.5,0.27854167,-0.183778676
4180,7650,2922.5,0.354375,-0.107945346
4180,7670,2922.5,0.26666667,-0.195653676
3840,7690,2907.5,0.1275,-0.334820346
3840,7690,2922.5,0.0355625,-0.426757846
3840,7710,2922.5,0.0426875,-0.419632846
3860,7690,2907.5,0.28625,-0.176070346
3880,7690,2907.5,0.66,0.197679654
3860,7710,2907.5,0.1025,-0.359820346
3880,7710,2907.5,0.51125,0.048929654
3860,7690,2922.5,0.17033333,-0.291987016
3880,7690,2922.5,0.32275,-0.139570346
3860,7710,2922.5,0.0553125,-0.407007846
3880,7710,2922.5,0.31175,-0.150570346
3900,7690,2907.5,0.65,0.187679654
3920,7690,2907.5,0.67,0.207679654
3900,7710,2907.5,0.58,0.117679654
3920,7710,2907.5,0.61,0.147679654
3900,7690,2922.5,0.55,0.087679654
3920,7690,2922.5,0.76,0.297679654
3900,7710,2922.5,0.42,-0.042320346
3920,7710,2922.5,0.69,0.227679654
3940,7690,2907.5,0.64,0.177679654
3960,7690,2907.5,0.39,-0.072320346
3940,7710,2907.5,0.65,0.187679654
3960,7710,2907.5,0.43625,-0.026070346
3940,7690,2922.5,0.89,0.427679654
3960,7690,2922.5,0.19833333,-0.263987016
3940,7710,2922.5,0.75,0.287679654
3960,7710,2922.5,0.31208333,-0.150237016
3980,7690,2907.5,0.55,0.087679654
4000,7690,2907.5,0.65,0.187679654
3980,7710,2907.5,0.65895833,0.196637984
4000,7710,2907.5,0.61,0.147679654
3980,7690,2922.5,0.385,-0.077320346
4000,7690,2922.5,0.47270833,0.010387984
3980,7710,2922.5,0.47,0.007679654
4000,7710,2922.5,0.58,0.117679654
4020,7690,2907.5,0.6,0.137679654
4040,7690,2907.5,0.67,0.207679654
4020,7710,2907.5,0.62,0.157679654
4040,7710,2907.5,0.53,0.067679654
4020,7690,2922.5,0.48,0.017679654
4040,7690,2922.5,0.57083333,0.108512984
4020,7710,2922.5,0.53,0.067679654
4040,7710,2922.5,0.61,0.147679654
4060,7690,2907.5,0.82,0.357679654
4080,7690,2907.5,0.48125,0.018929654
4060,7710,2907.5,0.74,0.277679654
4080,7710,2907.5,0.95666667,0.494346324
4060,7690,2922.5,0.66708333,0.204762984
4080,7690,2922.5,0.25125,-0.211070346
4060,7710,2922.5,0.68,0.217679654
4080,7710,2922.5,0.77708333,0.314762984
4100,7690,2907.5,0.1,-0.362320346
4120,7690,2907.5,0.11,-0.352320346
4100,7710,2907.5,0.11,-0.352320346
4120,7710,2907.5,0.11,-0.352320346
4100,7690,2922.5,0.09,-0.372320346
4120,7690,2922.5,0.1,-0.362320346
4100,7710,2922.5,0.11,-0.352320346
4120,7710,2922.5,0.15166667,-0.310653676
4140,7690,2907.5,0.51375,0.051429654
4140,7710,2907.5,0.74,0.277679654
4140,7690,2922.5,0.6,0.137679654
4160,7690,2922.5,0.315,-0.147320346
4140,7710,2922.5,0.62,0.157679654
4160,7710,2922.5,0.33,-0.132320346
4180,7690,2922.5,0.15,-0.312320346
4180,7710,2922.5,0.12,-0.342320346
3860,7730,2907.5,0.1,-0.362320346
3880,7730,2907.5,0.29375,-0.168570346
3880,7750,2907.5,0.12354167,-0.338778676
3860,7730,2922.5,0.06,-0.402320346
3880,7730,2922.5,0.22625,-0.236070346
3880,7750,2922.5,0.1375,-0.324820346
3900,7730,2907.5,0.47,0.007679654
3920,7730,2907.5,0.58,0.117679654
3900,7750,2907.5,0.38395833,-0.078362016
3920,7750,2907.5,0.43,-0.032320346
3900,7730,2922.5,0.33,-0.132320346
3920,7730,2922.5,0.59958333,0.137262984
3900,7750,2922.5,0.19458333,-0.267737016
3920,7750,2922.5,0.360625,-0.101695346
3940,7730,2907.5,0.63,0.167679654
3960,7730,2907.5,0.28375,-0.178570346
3940,7750,2907.5,0.58,0.117679654
3960,7750,2907.5,0.305,-0.157320346
3940,7730,2922.5,0.52333333,0.061012984
3960,7730,2922.5,0.199375,-0.262945346
3940,7750,2922.5,0.2625,-0.199820346
3960,7750,2922.5,0.185625,-0.276695346
3980,7730,2907.5,0.55,0.087679654
4000,7730,2907.5,0.63,0.167679654
3980,7750,2907.5,0.39541667,-0.066903676
4000,7750,2907.5,0.59,0.127679654
3980,7730,2922.5,0.371875,-0.090445346
4000,7730,2922.5,0.61,0.147679654
3980,7750,2922.5,0.3325,-0.129820346
4000,7750,2922.5,0.58,0.117679654
4020,7730,2907.5,0.54,0.077679654
4040,7730,2907.5,0.51,0.047679654
4020,7750,2907.5,0.45,-0.012320346
4040,7750,2907.5,0.44,-0.022320346
4020,7730,2922.5,0.44,-0.022320346
4040,7730,2922.5,0.45,-0.012320346
4020,7750,2922.5,0.54,0.077679654
4040,7750,2922.5,0.48,0.017679654
4060,7730,2907.5,0.55,0.087679654
4080,7730,2907.5,0.87,0.407679654
4060,7750,2907.5,0.51,0.047679654
4080,7750,2907.5,0.59,0.127679654
4060,7730,2922.5,0.6,0.137679654
4080,7730,2922.5,0.64,0.177679654
4060,7750,2922.5,0.63,0.167679654
4080,7750,2922.5,0.68,0.217679654
4100,7730,2907.5,0.42166667,-0.040653676
4120,7730,2907.5,0.23375,-0.228570346
4100,7750,2907.5,0.66,0.197679654
4120,7750,2907.5,0.685,0.222679654
4100,7730,2922.5,0.28020833,-0.182112016
4120,7730,2922.5,0.30645833,-0.155862016
4100,7750,2922.5,0.55,0.087679654
4120,7750,2922.5,0.38375,-0.078570346
4140,7730,2907.5,0.8,0.337679654
4140,7750,2907.5,0.975,0.512679654
4140,7730,2922.5,0.51,0.047679654
4160,7730,2922.5,0.406875,-0.055445346
4140,7750,2922.5,0.5,0.037679654
4160,7750,2922.5,0.583125,0.120804654
4180,7730,2922.5,0.16,-0.302320346
3880,7770,2922.5,0.11375,-0.348570346
3900,7770,2907.5,0.24104167,-0.221278676
3920,7770,2907.5,0.335625,-0.126695346
3900,7790,2907.5,0.36916667,-0.093153676
3920,7790,2907.5,0.36208333,-0.100237016
3900,7770,2922.5,0.134375,-0.327945346
3920,7770,2922.5,0.17083333,-0.291487016
3900,7790,2922.5,0.19854167,-0.263778676
3920,7790,2922.5,0.15125,-0.311070346
3940,7770,2907.5,0.53,0.067679654
3960,7770,2907.5,0.36416667,-0.098153676
3940,7790,2907.5,0.48,0.017679654
3960,7790,2907.5,0.53166667,0.069346324
3940,7770,2922.5,0.30333333,-0.158987016
3960,7770,2922.5,0.22583333,-0.236487016
3940,7790,2922.5,0.45354167,-0.008778676
3960,7790,2922.5,0.45,-0.012320346
3980,7770,2907.5,0.3125,-0.149820346
4000,7770,2907.5,0.57,0.107679654
3980,7790,2907.5,0.32041667,-0.141903676
4000,7790,2907.5,0.6,0.137679654
3980,7770,2922.5,0.2025,-0.259820346
4000,7770,2922.5,0.57,0.107679654
3980,7790,2922.5,0.18,-0.282320346
4000,7790,2922.5,0.57,0.107679654
4020,7770,2907.5,0.55,0.087679654
4040,7770,2907.5,0.51,0.047679654
4020,7790,2907.5,0.47,0.007679654
4040,7790,2907.5,0.49,0.027679654
4020,7770,2922.5,0.52,0.057679654
4040,7770,2922.5,0.42,-0.042320346
4020,7790,2922.5,0.49,0.027679654
4040,7790,2922.5,0.53,0.067679654
4060,7770,2907.5,0.73,0.267679654
4080,7770,2907.5,0.85,0.387679654
4060,7790,2907.5,0.63,0.167679654
4080,7790,2907.5,1.08,0.617679654
4060,7770,2922.5,0.62,0.157679654
4080,7770,2922.5,0.73,0.267679654
4060,7790,2922.5,0.82,0.357679654
4080,7790,2922.5,0.79,0.327679654
4100,7770,2907.5,0.64,0.177679654
4120,7770,2907.5,0.99,0.527679654
4100,7790,2907.5,0.66,0.197679654
4120,7790,2907.5,0.88,0.417679654
4100,7770,2922.5,0.49,0.027679654
4120,7770,2922.5,0.73,0.267679654
4100,7790,2922.5,0.52,0.057679654
4120,7790,2922.5,0.53,0.067679654
4140,7770,2907.5,1.01208333,0.549762984
4140,7790,2907.5,1.29,0.827679654
4140,7770,2922.5,0.75,0.287679654
4160,7770,2922.5,0.73,0.267679654
4140,7790,2922.5,0.85,0.387679654
4160,7790,2922.5,0.88,0.417679654
